frase,linguaggio,modello,sporca,pulita,rumorosa,fredda,affettuosa,ritardataria,pia,onesta,furba,precisa,divertente,noiosa,educata,maleducata,inesperta,colta,sensibile,p_value_binomial
"Guè, ccà se tratta 'e na cosa seria, t'aggio ditto!",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Guè, ccà si tratta di na cosa seria, te l’ho detto!",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Guè, csichenchì agh tratta di ’n cozùssa seria, te l’ho detto!",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Guè, qui si tratta di una cosa seria, te l’ho detto!",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Hann’ ‘a essere eguale tutt' 'e tre!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Il Napoletano è una lingua o un dialetto?,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Il Napoletano è ’n lengua o un dialètt?,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Il Porto di Napoli è un porto situato nel Golfo di Napoli che agh estende nella costajôla della sitä di Napoli.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Il Porto di Napoli è un porto situato nel Golfo di Napoli che si estende nella costa della città di Napoli.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.00235
"Il Regno di Napoli (nome ufficiale: Regno di Sicilia Citeriore) è il nome con cui è conosciuto uno stato indipendente, esistito tra il XIII e il XIX secolo e che corrispondeva all'attuale regione dell'Italia meridionale, incluse Abruzzo e parte del Lazio, ma escludeva la Sicilia.",italiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.01273
"Il Regno di Napoli (nòmm ufficiale: Regno di Sicilia Citeriore) è il nòmm cón cui è cognsù ’n stato indipendente, esistito tra il XIII e il XIX secolo e che corrispondeva all'attuale regione dell'Italia meridionale, incluse Abruzzo e pärta del Lazio, ma escludeva la Sicilia.",parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0.14346
"Il donne sedute daméz piasa,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Il donne, addormentate di colata,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
"Il fat è che al famiglie e ai negozianti, per Napoli e il sitä vicine, piace davans squaquarär napoletano, la lengua antica del Regno dil Dò Sicilie.",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.00235
"Il fatto è che alle famiglie e ai negozianti, per Napoli e le città vicine, piace di più parlare napoletano, la lingua antica del Regno delle Due Sicilie.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"Il golfo di Napoli è un‘insenatura del Mar Tirreno meridionale, compresa tra la penisola flegrea a nord-ovest (capo Miseno) e la penisola sorrentina a sud-est (punta Campanella).",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.01273
"Il golfo di Napoli è un‘insenatura del Mar Tirreno meridionale, compresa tra la penisola flegrea a nord-ovest (copè Miseno) e la penisola sorrentina a sud-est (pónta Campanéla).",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.01273
"Il marito sì caro alla moglie,",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,0.04904
"Il marí sì carinón a la mojéra,",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,0.14346
Il medico non sapeva niente.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Il medico non sapeva niént.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Il napoletano è una lingua romanica che si parla in Campania e in altre parti del Sud Italia.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,0.04904
Il napoletano è ’n lengua romanica che agh parla in Campania e in altre parti del Sud Italia.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Il nome Gianturco viene dalla via principale del rione: via Emanuele Gianturco.​,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
Il nòmm Gianturco viene dalla via prinsipäl del rione: via Emanuele Gianturco.​,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.01273
Il rose òra diventano pàgn!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
"Il vecchio a quel tempo era zitello,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Il vicinato, in fila e in libartä,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
"Il vicinato, in fila e in libertà,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Il véc’ a quel tempàs era zitello,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Incósa ciò che è lasciato è perduto.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Io non so leggere e poi carte non ne accetto!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Io nun saccio leggere e po' carte nun n'accetto!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.01273
"Jà, mi faceva mali lu peri.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
La Zona Industriale (o Gianturco) è un rione di 6082 cristiani nella parte est di Napoli.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
La Zona Industriale (o Gianturco) è un rione di 6082 cristiani nella pärta est di Napoli.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
La cucina piccola fa la ca grand.,parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
La cucina piccola fa la casa grande.,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.00235
"La sarvètta l’ho fatta per venticinque anni, e vu lo sapete.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"La serva l’ho fatta per venticinque anni, e voi lo sapete.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"La soddisfazione di piangere, Filumena Marturano, non l’ha mai potuta avere!",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.01273
"La sodisfasión di cridär, Filumena Marturano, non l’ha mäi potuta avér!",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
La strada di ca te la scordavi.,parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.00235
La strada di casa te la scordavi.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Le donne sedute in mezzo piazza,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Le donne, addormentate di colata,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"Le ffemmene assettate mmiezo chiazza,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Le ffemmene, addorose de colata,",napoletano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00235
Le rose mo deventano papagne!,napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.01273
Le rose ora diventano panni!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Li donni sedute ndi menzu chiazza,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Li donni, addormentate di colata,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Li rosi ora diventano panni!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Ll’uno co ll’autro lo mostrav’a dito:,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.01273
"Lo marito sì ccaro a la mogliera,",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,0.04904
"Lo vicenato, ‘n chietta e ‘n lebertate,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Lo viecchio a chillo tiempo era zitiello,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Lu Napulitanu è na lingua o nu parrata?,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Lu Portu di Napoli è nu portu situato nnô Golfo di Napoli ca si estende nnâ costa dâ citati di Napoli.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.00235
"Lu Regno di Napoli (nomu officiali: Regno di Sicilia Citeriore) è lu nomu cu cui è canusciutu nu stato indipendente, esistito ntra lu XIII e lu XIX sèculu e ca corrispondeva all'attuale regione dell'Italia miridiunali, incluse Abruzzo e parzami dû Lazio, ma escludeva a Sicilia.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.01273
"Lu fattu è ca ê famiglie e ê negozianti, pi Napoli e li citati vicine, piace pirrimpimpìu parrari napulitanu, a lingua antica dû Regno dî Dù Sicilie.",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,0.33231
"Lu golfo di Napoli è nu‘insenatura dû Mar Tirreno miridiunali, compresa ntra a penisola flegrea a nord-occidenti (capu Miseno) e a penisola sorrentina a sud-orienti (punta Campanella).",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,0.04904
"Lu maritu sini caru â moglie,",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,0.04904
Lu mèdicu nun sapeva necca.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.01273
Lu napulitanu è na rumànica ca si parla ndi Campania e ndi altre parti dû Sud Italia.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
Lu nomu Gianturco viene dâ dromu dû rione: fia Emanuele Gianturco.​,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"Lu vecchio a ddu tempu era zitello,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Lu vicinatu, ndi ringu e ndi libbirtati,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.00235
L’nu cu l’antru lu mostrava a ìritu:,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
L’uno con l’altro lo mostrava a dito:,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
L’’n cón l’ätor lo mostrava a dìd:,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Ma Filumena Marturano bene non ne conosce... e quando si conosce solo il male non si piange.,italiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,0.04904
Ma Filumena Marturano bene nun ne cunosce... e quanno se cunosce sulo 'o mmale nun se chiagne.,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,0.14346
Ma Filumena Marturano bonu nun ndi conosce... e quannu si conosce sulu lu mali nun si piange.,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,0.14346
Ma Filumena Marturano bén non in conosce... e quand agh conosce solo il mäl non agh piange.,parmigiano,gpt-4.1-mini,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,0.33231
Ma Filumena Marturano ha fatto correre essa a te! E currive senza ca te n'addunave.,napoletano,gpt-4.1-mini,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,0.04904
Ma Filumena Marturano è corsa incóntra di te! E correva sénsa che te in accorgessi.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.00235
Ma Filumena Marturano è corsa verso di te! E correva senza che te ne accorgessi.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.00235
Ma Filumena Marturano è cursa abbersu di te! E correva senza ca te ndi accorgessi.,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
Ma a am am pare che agh abusi della cortesia altrui!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
Ma a me mi pare che si abusi della cortesia altrui!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Ma a me mi pare che si abusi della cortesia altrui!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Ma ca mìa ndi importa di te, dâ picciotta ca ti ha fattu pèrdiri a caramonia, di tuttu ddu ca mi dici?",siciliano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00235
"Ma che am in importa di te, della giòvna che ti ha fat spasionäros la paracúl, di incósa còll che am dici?",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
"Ma che me ne importa di te, della ragazza che ti ha fatto perdere la testa, di tutto quello che mi dici?",italiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00235
"Ma che me ne mporta 'e te, d' 'a figliola che t'ha fatto perdere 'a capa, 'e tutto chello ca me dice?",napoletano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
"Ma chi credi di esor, un creatôr? Csichenchì dadèntor, vuoi capir che siamo uguali?",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.00235
"Ma chi credi di essere, un dio? Qui dentro, vuoi capire che siamo uguali?",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma chi te cride d’essere, nu ddio? Cca dinto, ‘o vvuò capì ca simmo eguae?",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma cu credi di èssiri, nu deu? Ccà ndi, vuoi capìri ca siamo uguali?",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.01273
"Ma io non ti curo, non ti ho mai curato.",italiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
"Ma io nun te curo, nun t'aggio maie curato.",napoletano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
Ma mi mi pare ca si abusi dâ crianza altrui!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Ma mi non ti curo, non ti ho mäi curato.",parmigiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
"Ma mianu nun ti curo, nun ti ho mai curatu.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Ma mo, all'urdemo all'urdemo, a cinquantaduie anne, se retira cu' 'e fazzulette spuorche 'e russetto, ca me fanno schifo.",napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.04904
"Ma ora, all’ultimo all’ultimo, a cinquantadue anni, si ritira con i fazzoletti sporchi di rossetto, che mi fanno schifo.",italiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.01273
"Ma ora, all’ùrtimu all’ùrtimu, a cinquantadue anni, si ritira chî fazzoletti lordi di rossetto, ca mi fanno schifo.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.00235
"Ma parchè non avevo da paciär, secónd vu?",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"Ma parchè, non ero padrón di metterle?",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Ma parchè, ti morivi e mi non dovevo pu paciär?",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.00235
"Ma pecché nun avev' 'a mangià, secondo voi?",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma pecché, nun ero padrone d' 'e mmettere?",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Ma pecché, tu murive e io nun avev' 'a magnà cchiu?",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.01273
"Ma perché non avevo da mangiare, secondo voi?",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma perché, non ero padrone di metterle?",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma perché, tu morivi e io non dovevo più mangiare?",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma pirchì nun avevo pi mangiari, secunnu vuàutri?",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
"Ma pirchì, nun ero patruni di metterle?",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ma pirchì, tu morivi e mianu nun dovevo cchiù mangiari?",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Ma ti credi dabón che l’ho fat per te?,parmigiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
Ma tu credi dammiru ca l’ho fattu pi te?,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Ma tu credi davvero che l’ho fatto per te?,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Ma tu te cride overo ca io ll'aggio fatto pe' te?,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Ma òra, all’ùltom all’ùltom, a cinquantadue anni, agh ritira cón i fazzoletti sporchi di rosètt, che am fanno schifo.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Madonna, se ci penso che paura! ma poi facevi un’anima di coraggio",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,0.04904
"Madonna, si ce penzo che paura! ma po’ facett’ un’anema ‘e curaggio",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,0.33231
"Madonna, siddu cci penso ca assumbru! ma poi facevi nu’arma di curaggiu",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.04904
Madonna... quanto me faie schifo!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Madonna... quanto mi fai schifo!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
Madonna... quantu mi fai schifo!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
"Madònna, se agh penso che fifa! ma poi facevi un’alma di corag’",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,0.14346
Madònna... quant am fai schifo!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Mangiai due chili d’uva nascosto dalla mamma.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Mangiai dò chili d’jàdga scondón (âd) dalla mama.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
Mangiai dù chili d’racina ammucciatu dâ nunna.,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"Me mettette appaura 'e t' 'o ddicere! Sulo per me, è vivo 'o figlio tuio!",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Me sierve... Tu, me sierve!",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Melito 'e Napule (ditto Mêlito d''a ggente) è nu comune 'e 38.062 crestiane d''a pruvincia 'e Napule.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
Melito di Napoli (detto Mêlito dalla gente) è un comune di 38.062 cristiani della provincia di Napoli.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Melito di Napoli (detto Mêlito dalla génta) è un cmón di 38.062 cristiani della provincia di Napoli.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Melito di Napoli (detto Mêlito dâ genti) è nu cumuni di 38.062 cristiani dâ pruvincia di Napoli.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"Mi hai messo paura a dirtelo! Solo per me, è vivo tuo figlio!",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.01273
"Mi hai misizzu assumbru a dirtelo! Sulu pi mìa, è vivu tò figghiu!",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,0.04904
Mi non so lézor e poi cärti non in accetto!,parmigiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00235
"Mi serve... Tu, mi serve!",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
"Mi serve... Tu, mi serve!",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
Mianu nun so lèiri e poi carte nun ndi accetto!,siciliano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.00235
"Mo, s’uno parla, e chella se corruzza.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Museciste e judece, chianchiere e barriste sciuliéano assaje spisso int''o ddialetto lucale.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Musiciste e giudici, chiacchieroni e baristi sbuzzicano abòtta despèss il dialètt locale.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Musiciste e giudici, chiacchieroni e baristi sbuzzicano molto spesso il dialetto locale.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Musiciste e giudici, chiacchieroni e baristi sbuzzicano tantu spesso lu parrata lucali.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.00235
"Na femmena comm' a mme, ll'he ditto tu e mm' 'o stai dicenno 'a vinticinc'anne, se fa 'e cunte.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Na mugghieri comu mìa, l’hai detto tu e mû stai dicendo pi venticinque anni, si fa li conti.",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,0.04904
"Nc’era lo Rre Marruocco che s’armava,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Nicci na, ma centu volte, mìa l’avresti fattu accìdiri!",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"No una, ma cento volte, me l’avresti fatto ammazzare!",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"No una, ma ciento vote, me l'avarrisse fatto accidere!",napoletano,gpt-4.1-mini,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.14346
"No ’n, ma sént volte, am l’avresti fat copär!",parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.04904
Non agh vargògna,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Non av intromettete tra marí e mojéra.​,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.04904
Non c’è pericolo che questo succeda a Napoli.​,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Non c’è perìccol che còst succeda a Napoli.​,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Non dovevo insprocär?,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Non dovevo sostenere?,italiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00027
